Election,Scottish STV Winners,Adaptive Quota STV Winners,Meek STV Winners,Chamberlin-Courant Winners,Greedy Chamberlin-Courant Winners,Expanding Approvals Winners,CPO-STV Winners
east_renfrewshire_2022_ward5.csv,"[2, 3, 1, 4]","[2, 3, 1, 4]","[2, 3, 1, 4]","[1, 2, 3, 4]","[4, 2, 1, 3]","[2, 3, 4, 1]","[1, 2, 3, 4]"
edinburgh_2012_ward4.csv,"[2, 5, 1, 8]","[2, 5, 1, 8]","[2, 5, 1, 8]","[1, 2, 5, 6]","[2, 5, 3, 6]","[2, 5, 1, 8]","[1, 2, 5, 8]"
edinburgh_2017_ward7.csv,"[2, 3, 9, 1]","[3, 2, 9, 1]","[3, 2, 1, 9]","[2, 3, 5, 9]","[2, 9, 3, 5]","[2, 7, 1, 3]","[1, 2, 3, 7]"
edinburgh_2022_ward1.csv,"[6, 7, 8, 9]","[6, 7, 8, 9]","[6, 7, 8, 9]","[5, 6, 7, 8]","[6, 7, 8, 5]","[6, 7, 8, 9]","[6, 7, 8, 9]"
edinburgh_2022_ward17.csv,"[1, 4, 5, 2]","[1, 4, 5, 2]","[1, 4, 5, 8]","[1, 2, 4, 5]","[1, 4, 2, 5]","[1, 4, 5, 2]","[1, 4, 5, 8]"
edinburgh_2022_ward2.csv,"[1, 4, 7, 6]","[1, 4, 7, 6]","[1, 4, 7, 6]","[1, 2, 4, 7]","[1, 4, 7, 2]","[1, 4, 7, 5]","[1, 4, 6, 7]"
eilean_siar_2017_ward3.csv,"[1, 2, 7]","[1, 2, 7]","[1, 2, 7]","[1, 2, 7]","[1, 2, 7]","[1, 2, 7]","[1, 2, 7]"
falkirk_2022_ward9.csv,"[7, 5, 1]","[7, 5, 1]","[7, 5, 1]","[1, 5, 7]","[7, 5, 1]","[7, 5, 1]","[1, 5, 7]"
fife_2012_ward10.csv,"[2, 3, 5]","[2, 3, 5]","[2, 3, 5]","[2, 3, 5]","[2, 3, 5]","[2, 3, 5]","[2, 3, 5]"
fife_2012_ward19.csv,"[4, 5, 3, 8]","[4, 5, 3, 8]","[4, 5, 3, 8]","[3, 4, 5, 8]","[4, 3, 5, 8]","[4, 5, 3, 7]","[3, 4, 5, 8]"
fife_2012_ward23.csv,"[1, 6, 9, 4]","[1, 6, 9, 4]","[1, 6, 9, 4]","[1, 4, 6, 9]","[1, 6, 4, 9]","[1, 6, 4, 9]","[1, 4, 6, 9]"
fife_2017_ward11.csv,"[4, 1, 3]","[4, 1, 3]","[4, 1, 3]","[3, 4, 8]","[3, 4, 8]","[3, 4, 1]","[1, 3, 4]"
fife_2017_ward12.csv,"[1, 3, 9]","[1, 3, 9]","[1, 3, 5]","[1, 3, 9]","[3, 1, 9]","[3, 1, 6]","[1, 3, 6]"
fife_2017_ward14.csv,"[3, 4, 1, 8]","[3, 4, 1, 8]","[3, 4, 1, 8]","[1, 3, 4, 8]","[3, 4, 8, 1]","[3, 4, 8, 1]","[1, 3, 4, 8]"
fife_2017_ward3.csv,"[1, 3, 8, 2]","[1, 3, 8, 2]","[1, 3, 8, 2]","[1, 3, 5, 8]","[8, 3, 1, 5]","[1, 3, 8, 7]","[1, 2, 3, 8]"
fife_2017_ward5.csv,"[5, 7, 8]","[5, 7, 8]","[5, 7, 8]","[5, 7, 8]","[7, 5, 8]","[7, 5, 8]","[5, 7, 8]"
fife_2022_ward20.csv,"[5, 7, 3]","[5, 7, 3]","[5, 7, 3]","[5, 7, 8]","[7, 5, 8]","[7, 5, 3]","[3, 5, 7]"
fife_2022_ward3.csv,"[1, 3, 6, 5]","[1, 3, 5, 6]","[1, 3, 5, 6]","[1, 3, 6, 7]","[1, 3, 6, 7]","[1, 3, 6, 5]","[1, 3, 5, 6]"
fife_2022_ward5.csv,"[9, 1, 2]","[9, 1, 2]","[9, 1, 2]","[1, 8, 9]","[9, 1, 8]","[9, 1, 3]","[1, 2, 9]"
fife_2022_ward7.csv,"[1, 3, 9, 7]","[1, 3, 9, 7]","[1, 3, 9, 5]","[1, 3, 5, 9]","[3, 1, 9, 5]","[3, 1, 9, 5]","[1, 3, 5, 9]"
fife_2022_ward9.csv,"[1, 7, 5]","[1, 7, 5]","[1, 7, 5]","[1, 5, 7]","[7, 1, 5]","[1, 7, 5]","[1, 5, 7]"
glasgow_2007_anderston.csv,"[7, 3, 1, 8]","[7, 3, 1, 8]","[7, 3, 1, 8]","[1, 3, 7, 8]","[3, 7, 1, 8]","[7, 3, 1, 8]","[1, 3, 7, 8]"
glasgow_2007_greater_pollok.csv,"[3, 4, 5, 7]","[3, 4, 5, 7]","[3, 4, 5, 7]","[3, 4, 5, 7]","[4, 3, 7, 5]","[3, 4, 5, 7]","[3, 4, 5, 7]"
glasgow_2007_newlands.csv,"[5, 4, 7]","[5, 4, 7]","[5, 4, 7]","[4, 5, 6]","[4, 5, 6]","[4, 5, 7]","[4, 5, 7]"
glasgow_2007_partick.csv,"[7, 6, 3, 2]","[7, 6, 2, 3]","[7, 6, 2, 3]","[3, 6, 7, 9]","[6, 3, 7, 9]","[7, 3, 6, 2]","[2, 3, 6, 7]"
glasgow_2007_pollokshields.csv,"[6, 3, 4]","[6, 3, 4]","[6, 3, 7]","[3, 4, 6]","[6, 3, 4]","[6, 3, 5]","[3, 5, 6]"
glasgow_2007_southsidecentral.csv,"[2, 7, 9, 1]","[2, 7, 9, 1]","[2, 7, 9, 1]","[1, 2, 7, 9]","[2, 7, 9, 1]","[2, 7, 9, 1]","[1, 2, 7, 9]"
glasgow_2012_ward1.csv,"[2, 3, 4, 1]","[2, 3, 4, 1]","[2, 3, 4, 1]","[1, 2, 3, 4]","[2, 4, 1, 3]","[2, 3, 4, 1]","[1, 2, 3, 4]"
glasgow_2012_ward21.csv,"[1, 2, 6, 9]","[1, 2, 6, 9]","[1, 2, 6, 9]","[1, 2, 6, 9]","[2, 1, 6, 9]","[2, 1, 6, 9]","[1, 2, 6, 9]"
glasgow_2017_ward10.csv,"[1, 2, 7, 8]","[1, 2, 7, 8]","[1, 2, 7, 8]","[1, 2, 7, 9]","[1, 2, 7, 9]","[1, 2, 7, 8]","[1, 2, 7, 8]"
glasgow_2017_ward18.csv,"[1, 4, 7, 5]","[1, 4, 7, 5]","[1, 4, 7, 5]","[1, 4, 7, 8]","[4, 1, 8, 7]","[4, 1, 7, 5]","[1, 4, 5, 7]"
glasgow_2017_ward20.csv,"[1, 3, 2]","[1, 3, 2]","[1, 3, 2]","[1, 2, 3]","[1, 3, 2]","[1, 3, 8]","[1, 2, 3]"
glasgow_2017_ward7.csv,"[1, 7, 3, 9]","[1, 7, 3, 9]","[1, 7, 3, 9]","[1, 3, 4, 9]","[1, 3, 4, 9]","[1, 3, 7, 6]","[1, 3, 7, 9]"
glasgow_2017_ward9.csv,"[2, 3, 7, 1]","[2, 3, 7, 1]","[2, 3, 7, 8]","[1, 2, 3, 7]","[2, 7, 1, 3]","[2, 7, 3, 9]","[2, 3, 7, 9]"
glasgow_2022_by_election_linn_ward.csv,[2],[2],[2],[2],[2],[2],[2]
glasgow_2022_ward1.csv,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]","[1, 2, 4, 7]","[2, 4, 1, 7]","[2, 4, 6, 8]","[2, 4, 6, 8]"
glasgow_2022_ward23.csv,"[1, 3, 5, 4]","[1, 3, 5, 4]","[1, 3, 5, 4]","[1, 2, 3, 5]","[3, 5, 1, 2]","[3, 1, 5, 4]","[1, 3, 4, 5]"
glasgow_2022_ward4.csv,"[4, 6, 5, 9]","[4, 6, 5, 9]","[4, 6, 5, 9]","[4, 5, 6, 7]","[4, 6, 7, 5]","[6, 4, 5, 9]","[4, 5, 6, 9]"
glasgow_2022_ward7.csv,"[1, 2, 3, 4]","[1, 2, 3, 5]","[1, 2, 3, 4]","[1, 2, 3, 9]","[2, 3, 1, 9]","[2, 1, 3, 5]","[1, 2, 3, 4]"
glasgow_2022_ward9.csv,"[2, 4, 7, 6]","[2, 4, 7, 6]","[2, 4, 7, 6]","[2, 4, 7, 8]","[2, 4, 7, 8]","[2, 4, 6, 7]","[2, 4, 6, 7]"
highland_2012_ward1.csv,"[1, 6, 7]","[1, 6, 7]","[1, 6, 7]","[1, 6, 7]","[1, 6, 7]","[1, 6, 7]","[1, 6, 7]"
highland_2012_ward18.csv,"[1, 8, 6, 2]","[1, 8, 6, 2]","[1, 6, 8, 2]","[1, 2, 6, 8]","[1, 6, 2, 8]","[1, 6, 8, 2]","[1, 2, 6, 8]"
highland_2017_ward2.csv,"[7, 5, 4, 8]","[7, 5, 8, 4]","[7, 5, 1, 8]","[4, 5, 7, 8]","[7, 5, 8, 4]","[7, 5, 1, 4]","[1, 5, 7, 8]"
highland_2017_ward3.csv,"[5, 9, 8, 1]","[5, 9, 8, 1]","[5, 9, 8, 4]","[1, 5, 8, 9]","[5, 9, 8, 1]","[5, 9, 8, 4]","[2, 5, 8, 9]"
highland_2017_ward6.csv,"[9, 5, 2, 8]","[9, 5, 2, 8]","[9, 5, 2, 8]","[2, 5, 7, 9]","[9, 5, 2, 7]","[9, 5, 2, 6]","[2, 5, 8, 9]"
highland_2022_cromarty_firth.csv,"[2, 6, 5, 4]","[2, 6, 5, 4]","[2, 6, 5, 4]","[1, 2, 5, 6]","[6, 2, 5, 1]","[2, 6, 5, 4]","[2, 4, 5, 6]"
highland_2022_eilean_a_che.csv,"[2, 5, 6, 8]","[2, 5, 6, 9]","[2, 5, 6, 9]","[2, 5, 6, 8]","[2, 5, 8, 6]","[2, 5, 6, 9]","[2, 5, 6, 9]"
highland_2022_inverness_west.csv,"[1, 5, 6]","[1, 5, 4]","[1, 5, 4]","[1, 2, 5]","[5, 1, 2]","[5, 1, 4]","[1, 4, 5]"
inverclyde_2022_ward4.csv,"[1, 7, 3, 2]","[1, 7, 2, 3]","[1, 7, 2, 3]","[1, 2, 6, 7]","[1, 7, 2, 6]","[1, 7, 3, 2]","[1, 2, 3, 7]"
midlothian_2012_ward4.csv,"[4, 2, 9]","[2, 4, 9]","[2, 4, 9]","[2, 3, 5]","[2, 5, 3]","[2, 4, 9]","[2, 4, 9]"
north_ayrshire_2012_ward1.csv,"[2, 3, 8, 6]","[2, 3, 8, 6]","[2, 3, 8, 6]","[2, 3, 7, 8]","[3, 2, 7, 8]","[2, 3, 8, 6]","[2, 3, 6, 8]"
north_lanarkshire_2012_ward18.csv,"[1, 9, 3, 6]","[1, 9, 3, 6]","[1, 9, 3, 6]","[1, 3, 5, 9]","[1, 9, 5, 3]","[1, 9, 6, 8]","[1, 3, 6, 9]"
north_lanarkshire_2017_ward20.csv,"[3, 4, 7, 8]","[3, 4, 7, 8]","[3, 4, 7, 8]","[2, 3, 4, 8]","[3, 4, 8, 2]","[3, 4, 8, 2]","[3, 4, 7, 8]"
north_lanarkshire_2017_ward3.csv,"[3, 4, 7, 1]","[3, 4, 7, 1]","[3, 4, 7, 1]","[2, 3, 4, 7]","[3, 4, 2, 7]","[3, 4, 7, 5]","[1, 3, 4, 7]"
north_lanarkshire_2022_ward3.csv,"[8, 7, 1, 3]","[8, 1, 7, 3]","[8, 1, 7, 3]","[1, 3, 6, 8]","[3, 8, 1, 6]","[8, 3, 1, 7]","[1, 3, 7, 8]"
north_lanarkshire_2022_ward7.csv,"[2, 5, 8, 6]","[2, 5, 8, 6]","[2, 5, 8, 6]","[2, 5, 6, 9]","[2, 5, 9, 6]","[2, 5, 8, 6]","[2, 5, 6, 8]"
orkney_2012_ward4.csv,"[4, 2, 5, 8]","[4, 2, 5, 8]","[4, 2, 5, 8]","[2, 4, 5, 8]","[4, 2, 8, 5]","[4, 2, 5, 8]","[2, 4, 5, 8]"
perth_kinross_2012_ward8.csv,"[5, 7, 9, 3]","[5, 9, 3, 7]","[5, 9, 3, 7]","[3, 5, 7, 9]","[9, 5, 7, 3]","[9, 3, 7, 5]","[3, 5, 7, 9]"
perth_kinross_2022_ward12.csv,"[3, 2, 6, 1]","[3, 2, 1, 6]","[3, 2, 1, 6]","[1, 2, 3, 4]","[3, 1, 2, 4]","[3, 1, 2, 6]","[1, 2, 3, 6]"
perth_kinross_2022_ward3.csv,"[9, 5, 1]","[9, 5, 1]","[9, 5, 1]","[1, 5, 9]","[9, 5, 1]","[9, 5, 1]","[1, 5, 9]"
renfrewshire_2017_ward12.csv,"[1, 9, 7, 4]","[1, 9, 4, 7]","[1, 9, 4, 7]","[1, 3, 7, 9]","[9, 7, 1, 3]","[9, 1, 7, 4]","[1, 4, 7, 9]"
renfrewshire_2017_ward3.csv,"[6, 8, 1]","[6, 8, 1]","[6, 8, 1]","[1, 6, 8]","[1, 6, 8]","[1, 8, 6]","[1, 6, 8]"
renfrewshire_2017_ward6.csv,"[1, 4, 3]","[1, 4, 3]","[1, 4, 3]","[1, 2, 4]","[4, 1, 2]","[4, 1, 3]","[1, 3, 4]"
renfrewshire_2022_ward6.csv,"[1, 4, 7]","[1, 4, 7]","[1, 4, 7]","[1, 4, 8]","[4, 1, 8]","[4, 1, 7]","[1, 4, 7]"
sc_borders_2017_ward4.csv,"[2, 9, 4]","[2, 9, 4]","[2, 9, 4]","[2, 4, 9]","[2, 9, 4]","[2, 9, 4]","[2, 4, 9]"
sc_borders_2022_ward3.csv,"[4, 7, 8, 5]","[4, 7, 5, 8]","[4, 7, 5, 8]","[4, 7, 8, 9]","[7, 4, 8, 9]","[7, 4, 5, 9]","[4, 5, 7, 8]"
south_ayrshire_2022_ward4.csv,"[3, 6, 8]","[3, 6, 8]","[3, 6, 8]","[3, 6, 8]","[3, 6, 8]","[3, 6, 8]","[3, 6, 8]"
south_ayrshire_2022_ward5.csv,"[2, 7, 8, 4]","[2, 7, 4, 8]","[2, 7, 4, 8]","[2, 3, 7, 8]","[2, 7, 8, 3]","[2, 7, 8, 4]","[2, 4, 7, 8]"
south_lanarkshire_2012_ward1.csv,"[4, 2, 9, 3]","[4, 2, 9, 3]","[4, 2, 9, 3]","[1, 2, 4, 9]","[4, 9, 1, 2]","[4, 9, 2, 3]","[2, 3, 4, 9]"
south_lanarkshire_2017_ward20.csv,"[8, 3, 2, 4]","[8, 3, 2, 4]","[8, 3, 2, 4]","[2, 3, 4, 8]","[3, 4, 8, 2]","[8, 3, 4, 7]","[2, 3, 4, 8]"
south_lanarkshire_2017_ward4.csv,"[4, 3, 6]","[4, 6, 3]","[4, 6, 3]","[3, 4, 6]","[3, 4, 6]","[3, 4, 6]","[3, 4, 6]"
south_lanarkshire_2022_ward20.csv,"[2, 3, 7, 6]","[2, 3, 7, 6]","[2, 3, 7, 6]","[1, 2, 3, 7]","[2, 3, 7, 1]","[2, 7, 3, 6]","[2, 3, 6, 7]"
south_lanarkshire_2022_ward6.csv,"[1, 2, 4]","[1, 2, 4]","[1, 2, 4]","[1, 2, 6]","[1, 2, 6]","[1, 2, 4]","[1, 2, 4]"
south_lanarkshire_2022_ward7.csv,"[1, 4, 8]","[1, 4, 8]","[1, 4, 8]","[1, 4, 6]","[1, 4, 6]","[1, 4, 9]","[1, 4, 8]"
west_dunbartonshire_2012_ward3.csv,"[4, 8, 1, 6]","[4, 8, 6, 1]","[4, 8, 6, 1]","[1, 4, 6, 8]","[4, 6, 1, 8]","[4, 6, 8, 1]","[1, 4, 6, 8]"
west_dunbartonshire_2017_ward6.csv,"[2, 3, 7, 6]","[2, 3, 7, 6]","[2, 3, 7, 6]","[2, 3, 4, 5]","[3, 2, 5, 4]","[3, 2, 7, 6]","[2, 3, 6, 7]"
west_dunbartonshire_2022_ward3.csv,"[1, 3, 2, 6]","[1, 3, 2, 6]","[1, 3, 2, 6]","[1, 2, 3, 8]","[3, 1, 8, 2]","[1, 3, 2, 6]","[1, 2, 3, 6]"
west_lothian_2012_ward8.csv,"[8, 9, 3, 2]","[8, 9, 3, 2]","[8, 9, 3, 2]","[2, 6, 8, 9]","[8, 9, 2, 6]","[8, 9, 3, 2]","[2, 3, 8, 9]"
west_lothian_2017_ward2.csv,"[1, 5, 3, 2]","[1, 5, 3, 2]","[1, 5, 3, 2]","[1, 2, 3, 5]","[1, 5, 3, 2]","[1, 5, 3, 2]","[1, 2, 3, 5]"
west_lothian_2017_ward8.csv,"[1, 3, 4, 7]","[1, 3, 4, 7]","[1, 3, 4, 7]","[1, 3, 4, 9]","[3, 1, 4, 9]","[3, 1, 7, 4]","[1, 3, 4, 7]"
west_lothian_2022_ward2.csv,"[1, 2, 4, 5]","[1, 2, 4, 5]","[1, 2, 4, 5]","[1, 4, 5, 6]","[1, 4, 5, 6]","[1, 4, 2, 6]","[1, 2, 4, 5]"
